prognosis;symptoms
GERD;acidity,ulcers_on_tongue,vomiting,cough,chest_pain
Chicken pox;itching,skin_rash,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
Hepatitis D;joint_pain,vomiting,fatigue,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
AIDS;muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Chicken pox;itching,skin_rash,fatigue,lethargy,high_fever,headache,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
Tuberculosis;chills,vomiting,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum
Hypothyroidism;fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation
Dengue;skin_rash,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body
Allergy;continuous_sneezing,chills,watering_from_eyes
Malaria;chills,vomiting,high_fever,sweating,headache,diarrhoea,muscle_pain
Hepatitis D;joint_pain,vomiting,fatigue,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Typhoid;chills,vomiting,fatigue,high_fever,headache,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain
Diabetes ;fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,excessive_hunger,increased_appetite,polyuria
Alcoholic hepatitis;vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload
Allergy;continuous_sneezing,shivering,chills,watering_from_eyes
Psoriasis;joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
AIDS;muscle_wasting,patches_in_throat,high_fever
Hypothyroidism;fatigue,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation
AIDS;muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Malaria;chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain
Typhoid;chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos)
Hepatitis C;vomiting,fatigue,anxiety,sweating,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations
Chronic cholestasis;itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Impetigo;skin_rash,high_fever,blister,yellow_crust_ooze
Gastroenteritis;vomiting,dehydration,diarrhoea
Paralysis (brain hemorrhage);vomiting,headache,weakness_of_one_body_side
Heart attack;vomiting,breathlessness,chest_pain
GERD;acidity,ulcers_on_tongue,vomiting,cough,chest_pain
Chronic cholestasis;itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
Malaria;chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain
Dengue;skin_rash,chills,joint_pain,vomiting,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body
Acne;pus_filled_pimples,blackheads,scurring
Heart attack;vomiting,breathlessness,sweating,chest_pain
Dengue;chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body
AIDS;muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Hyperthyroidism;fatigue,mood_swings,weight_loss,restlessness,sweating,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation
Migraine;acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances
Bronchial Asthma;fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
Hepatitis B;muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
Hypoglycemia;vomiting,fatigue,anxiety,sweating,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations
Hepatitis D;joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,yellowing_of_eyes
Common Cold;continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Hepatitis B;itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Acne;pus_filled_pimples,blackheads,scurring
AIDS;muscle_wasting,patches_in_throat,high_fever
Heart attack;stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain
Allergy;continuous_sneezing,shivering,chills,watering_from_eyes
Hypothyroidism;weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation
Paralysis (brain hemorrhage);vomiting,headache,weakness_of_one_body_side,altered_sensorium
Allergy;continuous_sneezing,shivering,chills,watering_from_eyes
Impetigo;skin_rash,high_fever,red_sore_around_nose,yellow_crust_ooze
Hypertension ;chest_pain,dizziness,loss_of_balance,lack_of_concentration
Psoriasis;skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails
Impetigo;skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze
Hypertension ;chest_pain,dizziness,loss_of_balance,lack_of_concentration
Chronic cholestasis;itching,vomiting,yellowish_skin,nausea,abdominal_pain,yellowing_of_eyes
Varicose veins;fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
Hypothyroidism;fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation
Hepatitis B;itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Drug Reaction;itching,skin_rash,stomach_pain,burning_micturition
Varicose veins;fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf
Malaria;chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain
Hypertension ;headache,dizziness,loss_of_balance,lack_of_concentration
Malaria;chills,vomiting,high_fever,headache,nausea,diarrhoea,muscle_pain
hepatitis A;joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
AIDS;muscle_wasting,patches_in_throat,high_fever
Dengue;skin_rash,chills,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body
Acne;skin_rash,pus_filled_pimples,blackheads,scurring
hepatitis A;vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
(vertigo) Paroymsal  Positional Vertigo;vomiting,headache,nausea,loss_of_balance,unsteadiness
Varicose veins;fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf
GERD;stomach_pain,acidity,ulcers_on_tongue,vomiting,chest_pain
Bronchial Asthma;fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
Varicose veins;fatigue,cramps,bruising,obesity,swollen_blood_vessels,prominent_veins_on_calf
Hypothyroidism;fatigue,weight_gain,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation
Osteoarthristis;joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
Malaria;chills,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain
Hepatitis C;yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
Urinary tract infection;burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
Common Cold;continuous_sneezing,chills,fatigue,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
hepatitis A;chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum
Impetigo;skin_rash,high_fever,blister,yellow_crust_ooze
Jaundice;itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain
Pneumonia;chills,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum
Fungal infection;itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Hyperthyroidism;mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation
Allergy;skin_rash,pus_filled_pimples,blackheads,scurring
Gastroenteritis;vomiting,sunken_eyes,diarrhoea
Hepatitis E;joint_pain,vomiting,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding
AIDS;muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Dimorphic hemmorhoids(piles);constipation,pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus
Migraine;indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances
AIDS;joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
Heart attack;vomiting,breathlessness,sweating,chest_pain
Tuberculosis;chills,vomiting,fatigue,weight_loss,cough,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum
Acne;skin_rash,pus_filled_pimples,scurring
Paralysis (brain hemorrhage);vomiting,headache,weakness_of_one_body_side
Bronchial Asthma;fatigue,high_fever,breathlessness,family_history,mucoid_sputum
Arthritis;muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking
hepatitis A;joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
Chicken pox;itching,skin_rash,fatigue,lethargy,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
AIDS;muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Varicose veins;fatigue,cramps,bruising,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
Heart attack;vomiting,breathlessness,sweating,chest_pain
Drug Reaction;itching,skin_rash,stomach_pain,burning_micturition
Allergy;continuous_sneezing,shivering,chills,watering_from_eyes
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Dengue;skin_rash,chills,joint_pain,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body
Common Cold;continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Jaundice;itching,vomiting,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain
Dimorphic hemmorhoids(piles);constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus
Pneumonia;chills,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum
Chronic cholestasis;itching,vomiting,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Chronic cholestasis;itching,vomiting,yellowish_skin,nausea,abdominal_pain,yellowing_of_eyes
Fungal infection;itching,skin_rash,nodal_skin_eruptions
Varicose veins;fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
Hyperthyroidism;fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation
Jaundice;burning_micturition,bladder_discomfort,continuous_feel_of_urine
Heart attack;breathlessness,sweating,chest_pain
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Chicken pox;itching,skin_rash,fatigue,lethargy,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
Malaria;chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Hepatitis D;joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,abdominal_pain,yellowing_of_eyes
Peptic ulcer diseae;vomiting,indigestion,loss_of_appetite,passage_of_gases,internal_itching
Impetigo;skin_rash,high_fever,blister,yellow_crust_ooze
Hypoglycemia;vomiting,fatigue,anxiety,sweating,headache,nausea,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations
Hypothyroidism;fatigue,weight_gain,cold_hands_and_feets,mood_swings,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation
Osteoarthristis;joint_pain,neck_pain,hip_joint_pain,swelling_joints,painful_walking
Fungal infection;itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Impetigo;high_fever,blister,red_sore_around_nose,yellow_crust_ooze
Allergy;continuous_sneezing,shivering,chills
GERD;acidity,ulcers_on_tongue,vomiting,cough,chest_pain
Urinary tract infection;chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum
Hepatitis E;skin_rash,blister,red_sore_around_nose,yellow_crust_ooze
Common Cold;continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Tuberculosis;chills,vomiting,fatigue,weight_loss,cough,high_fever,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum
Tuberculosis;chills,vomiting,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum
Dimorphic hemmorhoids(piles);constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus
Hepatitis C;vomiting,sunken_eyes,diarrhoea
Hypertension ;chest_pain,dizziness,loss_of_balance,lack_of_concentration
Alcoholic hepatitis;vomiting,yellowish_skin,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload
Drug Reaction;itching,skin_rash,stomach_pain,burning_micturition
Dimorphic hemmorhoids(piles);constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Tuberculosis;chills,vomiting,fatigue,weight_loss,cough,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum
Hypothyroidism;fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation
Hypoglycemia;vomiting,fatigue,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations
(vertigo) Paroymsal  Positional Vertigo;vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
Chronic cholestasis;chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain
Hepatitis E;joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,coma,stomach_bleeding
Arthritis;muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
Migraine;acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability
Peptic ulcer diseae;vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases
Chicken pox;itching,skin_rash,fatigue,lethargy,high_fever,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
Common Cold;continuous_sneezing,chills,fatigue,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Allergy;continuous_sneezing,chills,watering_from_eyes
Paralysis (brain hemorrhage);vomiting,weakness_of_one_body_side,altered_sensorium
Hepatitis B;itching,fatigue,lethargy,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
AIDS;muscle_wasting,patches_in_throat,high_fever
